requirement_id,received_at,source,product_area,requester_role,raw_requirement_text,business_context,delivery_window,priority_hint
REQ-200781,2025-02-02T21:00:00,crm_sync,inventory,engineering manager,Please help - Client asked for approval workflow in inventory. The system must support track status. It should also allow filter pending items. Reporting should include daily trend charts. This is affecting users.,Needed for enterprise rollout next quarter. Sent from mobile.,next quarter,low
REQ-200782,2025-02-02T22:00:00,meeting_notes,notifications,engineering manager,"Please help - We need approval workflow for notifications. Users should be able to search history, export CSV, and comment on review. Admins want approval bottlenecks. Keep v1 simple and web-first. Thanks.","Hi team, Needed for enterprise rollout next quarter.",2 weeks,medium
REQ-200783,2025-02-02T23:00:00,email,notifications,client stakeholder,Client asked for self-service onboarding in notifications. The system must support upload documents. It should also allow comment on review. Reporting should include failure reasons. Sent from mobile.,Please help - Needed for enterprise rollout next quarter. Thanks.,TBD,high
REQ-200784,2025-02-03T00:00:00,meeting_notes,analytics,sales engineer,"Hi team, Client asked for exception dashboard in analytics. The system must support filter pending items. It should also allow assign approvers. Reporting should include user-level activity report. Thanks.",FYI - Leadership wants better visibility before scale-up. This is affecting users.,2 weeks,medium
REQ-200785,2025-02-03T01:00:00,email,identity,ops lead,Urgent: Client Asked For Self-Service Onboarding In Identity. The System Must Support Retry Failed Jobs. It Should Also Allow Track Status. Reporting Should Include Failure Reasons. Sent From Mobile.,Please help - Leadership wants better visibility before scale-up. This is affecting users.,TBD,medium
REQ-200786,2025-02-03T02:00:00,notion,inventory,product manager,Please Help - Please Plan A First Release For Self-Service Onboarding. Primary Need: Export Csv. Secondary Need: Upload Documents. Nice To Have: Filter Pending Items. Need Visibility For User-Level Activity Report.,FYI - Current manual process is slow and error-prone. This is affecting users.,1 month,high
REQ-200787,2025-02-03T03:00:00,slack,document workflow,product manager,Fyi - Client Asked For Exception Dashboard In Document Workflow. The System Must Support Retry Failed Jobs. It Should Also Allow Assign Approvers. Reporting Should Include Approval Bottlenecks. Thanks.,FYI - Leadership wants better visibility before scale-up. Sent from mobile.,TBD,medium
REQ-200788,2025-02-03T04:00:00,email,inventory,sales engineer,Please help - Please plan a first release for audit export. Primary need: retry failed jobs. Secondary need: comment on review. Nice to have: export CSV. Need visibility for daily trend charts. Thanks.,URGENT: Needed for enterprise rollout next quarter. Thanks.,1 month,medium
REQ-200789,2025-02-03T05:00:00,email,identity,product manager,"Hi team, We need exception dashboard for identity. Users should be able to track status, export CSV, and search history. Admins want daily trend charts. Keep v1 simple and web-first. Sent from mobile.",Needed for enterprise rollout next quarter. Sent from mobile.,2 weeks,medium
REQ-200790,2025-02-03T06:00:00,meeting_notes,analytics,engineering manager,Please plan a first release for bulk upload. Primary need: upload documents. Secondary need: retry failed jobs. Nice to have: filter pending items. Need visibility for user-level activity report. Sent from mobile.,Please help - Needed for enterprise rollout next quarter. Thanks.,next quarter,medium
REQ-200791,2025-02-03T07:00:00,notion,inventory,product manager,Please plan a first release for self-service onboarding. Primary need: export CSV. Secondary need: search history. Nice to have: assign approvers. Need visibility for approval bottlenecks. This is affecting users.,"Hi Team, Needed For Enterprise Rollout Next Quarter. Thanks.",1 month,high
REQ-200792,2025-02-03T08:00:00,meeting_notes,payments,client stakeholder,"URGENT: We need audit export for payments. Users should be able to comment on review, search history, and export CSV. Admins want user-level activity report. Keep v1 simple and web-first. Sent from mobile.",Current manual process is slow and error-prone. Thanks.,TBD,high
REQ-200793,2025-02-03T09:00:00,meeting_notes,notifications,product manager,Please plan a first release for audit export. Primary need: export CSV. Secondary need: assign approvers. Nice to have: track status. Need visibility for user-level activity report.,Please Help - Needed For Enterprise Rollout Next Quarter. Sent From Mobile.,1 month,medium
REQ-200794,2025-02-03T10:00:00,notion,analytics,engineering manager,"Hi team, Please plan a first release for self-service onboarding. Primary need: export CSV. Secondary need: send alerts. Nice to have: view SLA metrics. Need visibility for approval bottlenecks.",FYI - Support team gets repeated complaints. This is affecting users.,TBD,low
REQ-200795,2025-02-03T11:00:00,notion,payments,client stakeholder,"Urgent: We Need Renewal Reminder Flow For Payments. Users Should Be Able To View Sla Metrics, Search History, And Upload Documents. Admins Want Failure Reasons. Keep V1 Simple And Web-First. Thanks.","Hi Team, Current Manual Process Is Slow And Error-Prone. This Is Affecting Users.",TBD,high
REQ-200796,2025-02-03T12:00:00,email,analytics,ops lead,Please help - Please plan a first release for self-service onboarding. Primary need: track status. Secondary need: filter pending items. Nice to have: upload documents. Need visibility for daily trend charts. Sent from mobile.,"Hi team, Needed for enterprise rollout next quarter. Sent from mobile.",next quarter,low
REQ-200797,2025-02-03T13:00:00,meeting_notes,inventory,product manager,Please plan a first release for audit export. Primary need: assign approvers. Secondary need: retry failed jobs. Nice to have: send alerts. Need visibility for approval bottlenecks. This is affecting users.,Please Help - Leadership Wants Better Visibility Before Scale-Up. Sent From Mobile.,TBD,low
REQ-200798,2025-02-03T14:00:00,meeting_notes,inventory,client stakeholder,"Please help - We need self-service onboarding for inventory. Users should be able to comment on review, export CSV, and filter pending items. Admins want approval bottlenecks. Keep v1 simple and web-first.",FYI - Support team gets repeated complaints.,next quarter,high
REQ-200799,2025-02-03T15:00:00,slack,inventory,engineering manager,Client asked for audit export in inventory. The system must support send alerts. It should also allow search history. Reporting should include failure reasons. Thanks.,URGENT: Leadership wants better visibility before scale-up. This is affecting users.,2 weeks,low
REQ-200800,2025-02-03T16:00:00,crm_sync,inventory,client stakeholder,"Hi team, Please plan a first release for renewal reminder flow. Primary need: view SLA metrics. Secondary need: filter pending items. Nice to have: export CSV. Need visibility for failure reasons. Thanks.",Fyi - Support Team Gets Repeated Complaints. Thanks.,2 weeks,high
REQ-200801,2025-02-03T17:00:00,crm_sync,payments,ops lead,"Hi team, Client asked for approval workflow in payments. The system must support comment on review. It should also allow upload documents. Reporting should include pending queues and turnaround time. Sent from mobile.",Please Help - Needed For Enterprise Rollout Next Quarter. Thanks.,1 month,medium
REQ-200802,2025-02-03T18:00:00,crm_sync,identity,engineering manager,"Please help - We need audit export for identity. Users should be able to track status, view SLA metrics, and assign approvers. Admins want approval bottlenecks. Keep v1 simple and web-first. Sent from mobile.",Current manual process is slow and error-prone. Thanks.,next quarter,medium
REQ-200803,2025-02-03T19:00:00,crm_sync,inventory,product manager,URGENT: Client asked for self-service onboarding in inventory. The system must support export CSV. It should also allow comment on review. Reporting should include pending queues and turnaround time. Sent from mobile.,"Hi Team, Support Team Gets Repeated Complaints. Sent From Mobile.",next quarter,medium
REQ-200804,2025-02-03T20:00:00,crm_sync,payments,product manager,FYI - Client asked for self-service onboarding in payments. The system must support view SLA metrics. It should also allow send alerts. Reporting should include user-level activity report. This is affecting users.,"Hi team, Leadership wants better visibility before scale-up.",TBD,low
REQ-200805,2025-02-03T21:00:00,meeting_notes,payments,engineering manager,"Please help - We need approval workflow for payments. Users should be able to filter pending items, send alerts, and track status. Admins want approval bottlenecks. Keep v1 simple and web-first. Thanks.",Needed for enterprise rollout next quarter. This is affecting users.,2 weeks,high
REQ-200806,2025-02-03T22:00:00,email,document workflow,sales engineer,"We need self-service onboarding for document workflow. Users should be able to filter pending items, comment on review, and upload documents. Admins want pending queues and turnaround time. Keep v1 simple and web-first.",URGENT: Support team gets repeated complaints. Sent from mobile.,1 month,high
